state,lga,year,month,rainfall_mm,temperature_avg_c,vegetation_index,season,intervention_flag,reporting_completeness_pct,timeliness_pct,total_cases
Borno,Borno_LGA3,2025,10,318.7487164,27.0863116,0.626630489,rainy,0,65.9319088,61.83720912,18975.24401
Benue,Benue_LGA2,2023,2,40.50049909,25.70840523,0.352778801,harmattan,0,73.0882513,37.32233722,2793.753701
Bayelsa,Bayelsa_LGA3,2018,11,66.09091352,28.2161891,0.376605114,dry,0,56.27515448,50.48644283,3146.244367
Ekiti,Ekiti_LGA1,2022,6,346.7266062,25.74159231,0.722047453,rainy,0,58.27524948,58.15053672,15787.18935
Jigawa,Jigawa_LGA3,2018,10,455.4692038,27.40035698,0.823044943,rainy,1,62.59583305,53.04129399,6437.119707
Borno,Borno_LGA1,2024,10,288.3325595,29.89537176,0.67406257,rainy,1,48.66236847,80.0994055,10176.32682
Imo,Imo_LGA1,2021,2,25.53801204,27.03404261,0.367776692,harmattan,0,85.21272957,72.32430911,4093.053041
Enugu,Enugu_LGA1,2021,9,244.8829268,28.83298565,0.578148478,rainy,0,69.63893822,43.8152836,9354.255624
Imo,Imo_LGA2,2024,7,337.2028799,27.93281888,0.669674098,rainy,1,60.35235016,43.77223933,5177.189134
Kaduna,Kaduna_LGA1,2023,12,49.36283723,26.31916678,0.258859782,harmattan,0,44.42326263,65.59723118,1200.065825
Akwa Ibom,Akwa Ibom_LGA3,2023,9,209.4113662,30.86051444,0.587701472,rainy,0,58.65581948,43.0012657,7477.956953
Akwa Ibom,Akwa Ibom_LGA1,2020,2,15.3626674,27.85949865,0.300296,harmattan,0,78.1914328,67.54270088,4399.63002
Borno,Borno_LGA2,2024,1,27.5496499,27.60721644,0.400041546,harmattan,0,67.07706849,45.1755822,3096.965828
Enugu,Enugu_LGA2,2020,2,38.59180317,26.63082933,0.258606996,harmattan,0,74.77458492,65.41608905,5276.3686
Cross River,Cross River_LGA2,2024,10,373.6297091,28.70882283,0.729347985,rainy,1,87.54172184,70.63895304,31957.45239
Gombe,Gombe_LGA3,2024,12,39.91753115,29.11711397,0.353902817,harmattan,0,58.65554295,51.37928422,1867.65443
Bayelsa,Bayelsa_LGA2,2021,11,109.8915162,27.68704392,0.420822394,dry,0,47.73224384,68.51437107,4312.584432
Gombe,Gombe_LGA3,2021,7,222.1403332,27.93609199,0.573284845,rainy,1,54.47251431,64.56052407,5040.251957
Cross River,Cross River_LGA3,2021,2,32.27418925,26.84369221,0.33604681,harmattan,0,56.56490113,59.95669276,1616.469434
Delta,Delta_LGA2,2021,2,27.82025532,28.21647623,0.294638022,harmattan,0,95.0,75.25852516,6849.317523
Anambra,Anambra_LGA3,2019,3,50.14449558,30.94519292,0.416869403,dry,0,39.58400789,68.3128779,1306.490992
Benue,Benue_LGA1,2021,12,23.08150702,25.93386167,0.376145231,harmattan,1,64.00153565,32.47944124,603.9723471
Jigawa,Jigawa_LGA3,2018,9,405.4722414,28.11755344,0.643546816,rainy,1,67.5283023,32.96622935,5864.581385
Bauchi,Bauchi_LGA2,2020,12,21.52966014,28.70635844,0.31225854,harmattan,0,65.54987657,64.9857444,2425.633931
Ebonyi,Ebonyi_LGA2,2024,3,26.29158165,29.2262215,0.39323631,dry,0,78.49535901,33.84636382,1883.916985
Jigawa,Jigawa_LGA2,2022,2,14.63203697,25.3637956,0.2953549,harmattan,0,60.07445764,31.91815832,1436.228699
Benue,Benue_LGA2,2019,1,33.30629251,24.82460648,0.297614157,harmattan,1,83.93170415,42.23703255,2771.338212
Gombe,Gombe_LGA3,2019,7,318.5368313,28.80828868,0.599181794,rainy,1,70.64967571,60.55578221,9163.008122
Anambra,Anambra_LGA2,2022,12,36.15351128,27.61772292,0.363719762,harmattan,0,55.00485997,40.05114555,590.7824026
Gombe,Gombe_LGA2,2018,6,240.634898,28.21252479,0.602488323,rainy,0,45.88919632,33.14761471,2888.596126
Bauchi,Bauchi_LGA2,2024,7,295.1698798,27.93003378,0.665872482,rainy,1,70.37271544,52.19230359,6985.58215
Adamawa,Adamawa_LGA2,2025,8,206.3831267,25.60545377,0.595501755,rainy,1,48.18828959,46.79356013,2419.417401
Gombe,Gombe_LGA3,2021,12,14.79300999,28.28592849,0.357452541,harmattan,1,46.01882815,38.86703793,413.6148785
Bayelsa,Bayelsa_LGA3,2019,8,443.2526641,26.59586566,0.848324827,rainy,1,62.11340805,62.73628004,15846.5571
Enugu,Enugu_LGA3,2023,3,51.37844012,32.3752787,0.260324287,dry,0,83.78025469,41.15217068,4548.846466
Imo,Imo_LGA2,2022,4,447.4902383,28.48177492,0.719829401,rainy,0,70.53538095,49.64830354,27234.02832
Delta,Delta_LGA1,2019,7,535.7743462,27.6241431,0.76263324,rainy,0,95.0,60.45528525,45893.72697
Cross River,Cross River_LGA2,2024,5,415.1443372,29.16045033,0.705569866,rainy,0,53.25234872,41.11219421,12003.13003
Cross River,Cross River_LGA3,2025,4,316.6520478,28.59611875,0.561417524,rainy,0,55.87516732,29.67119292,5175.658081
Bauchi,Bauchi_LGA3,2020,6,262.305969,29.34517285,0.692200896,rainy,0,73.63962692,68.29648503,12414.11323
Akwa Ibom,Akwa Ibom_LGA2,2023,8,222.0327474,27.05698531,0.608003688,rainy,1,63.82295167,59.42459554,6422.375798
Ekiti,Ekiti_LGA2,2023,7,223.9178291,29.92969913,0.597046966,rainy,1,80.37392796,45.80761251,6902.202953
Cross River,Cross River_LGA2,2021,5,478.0983239,30.767187,0.707443882,rainy,0,42.87931341,22.39945457,4640.962682
Anambra,Anambra_LGA1,2018,4,252.7772206,28.7874048,0.595812841,rainy,0,80.58465958,45.29986361,8523.204115
Anambra,Anambra_LGA3,2025,1,32.85522174,27.54024908,0.338102014,harmattan,0,41.97719788,71.41009916,1092.125331
Anambra,Anambra_LGA2,2021,2,30.07261773,25.23170099,0.374765427,harmattan,0,49.96330238,49.00237942,1414.953581
Bauchi,Bauchi_LGA2,2025,6,338.1814764,29.38617062,0.664641576,rainy,1,72.27475411,45.23076304,7866.259416
Adamawa,Adamawa_LGA3,2023,2,30.34550627,26.12877937,0.32949866,harmattan,0,71.15957623,30.12335507,879.0091434
Anambra,Anambra_LGA3,2021,8,291.7863356,28.41114947,0.558802075,rainy,0,56.26880018,55.98966603,12008.31978
Anambra,Anambra_LGA3,2024,5,244.2335222,31.19515352,0.549158036,rainy,0,72.43507643,78.58026111,28883.33983
Gombe,Gombe_LGA1,2020,9,400.9660339,29.26401366,0.759731836,rainy,1,87.15232938,37.78765496,13454.52511
Delta,Delta_LGA2,2020,4,495.6297896,30.43366572,0.812109857,rainy,0,88.08841792,86.41143972,83865.11845
Borno,Borno_LGA3,2022,3,127.8379717,29.26903415,0.388421213,dry,0,70.32166006,42.26704468,6386.576928
Jigawa,Jigawa_LGA2,2021,11,100.523498,30.92817486,0.412714263,dry,0,76.72565916,77.25461777,14153.31788
Abia,Abia_LGA1,2022,12,32.3587323,26.85767241,0.37473485,harmattan,0,69.57911095,34.01076778,1327.342117
Ebonyi,Ebonyi_LGA1,2018,4,210.592167,25.16405209,0.710741105,rainy,0,73.23322095,33.46123985,4481.861168
Benue,Benue_LGA3,2019,7,385.552727,27.06242741,0.694895418,rainy,0,59.75366558,57.24107635,20664.93875
Cross River,Cross River_LGA3,2024,9,486.6119127,29.8433277,0.700358105,rainy,1,72.6201735,52.8125094,13911.32325
Kaduna,Kaduna_LGA1,2021,5,438.2244566,28.01499696,0.678127337,rainy,0,46.881446,44.12832104,9667.280523
Anambra,Anambra_LGA3,2019,11,102.079918,28.13995689,0.550801853,dry,0,54.58437447,58.18565683,2150.928124
Edo,Edo_LGA1,2024,10,195.4023006,26.83776987,0.648983459,rainy,0,51.34682502,74.93514696,6786.753131
Ebonyi,Ebonyi_LGA3,2022,8,169.1330691,25.80454671,0.519551224,rainy,0,53.19654089,49.78906411,4028.694908
Cross River,Cross River_LGA2,2025,5,434.9600373,28.43846954,0.770794478,rainy,0,66.09873216,63.79809052,31530.29382
Anambra,Anambra_LGA1,2024,5,343.616969,29.44212564,0.68779393,rainy,0,61.22145305,59.38326169,17894.41664
Anambra,Anambra_LGA3,2020,1,25.22177088,28.07677004,0.327854599,harmattan,1,91.34684999,46.21924571,2268.169005
Abia,Abia_LGA2,2025,8,243.1324079,24.65358961,0.713137534,rainy,0,47.48297078,45.79398576,3672.454483
Delta,Delta_LGA1,2021,7,517.3442938,30.01566657,0.789942689,rainy,0,77.21808296,90.0,65598.73196
Borno,Borno_LGA1,2023,10,303.3276854,28.16573243,0.616743938,rainy,1,70.48153868,33.63221508,6845.809139
Borno,Borno_LGA3,2021,6,318.7256845,26.63177692,0.539181953,rainy,1,40.93269616,49.73066872,3960.561871
Jigawa,Jigawa_LGA3,2025,7,263.2863675,28.52346131,0.545259636,rainy,1,82.61920121,40.15661205,8759.157313
Borno,Borno_LGA1,2018,8,442.5184373,28.46703942,0.856830938,rainy,1,66.10818175,61.35111915,14894.61856
Ekiti,Ekiti_LGA1,2024,12,15.33604638,25.8633744,0.295672053,harmattan,1,43.58923602,34.15667476,316.5922168
Gombe,Gombe_LGA1,2019,5,227.1790596,30.36628821,0.583502486,rainy,1,37.99998416,42.85725343,2041.271399
Ekiti,Ekiti_LGA2,2022,7,351.5082002,26.96324855,0.761048706,rainy,0,40.52688677,34.34441196,2716.018263
Abia,Abia_LGA3,2020,11,51.66931295,27.4584649,0.348652822,dry,0,45.14357623,75.57448548,1460.861781
Jigawa,Jigawa_LGA3,2021,12,26.18338044,26.59763398,0.34751556,harmattan,0,69.92446512,37.69844385,2738.596056
Benue,Benue_LGA3,2018,10,469.0052349,27.94658311,0.840898899,rainy,0,62.1527192,27.38033061,8224.635635
Ebonyi,Ebonyi_LGA2,2024,8,203.9162615,26.31528633,0.652289241,rainy,0,53.17018785,39.97348474,4902.009517
Imo,Imo_LGA2,2024,2,45.58219672,23.01911315,0.251097523,harmattan,0,68.53968963,38.73830513,2248.407261
Bauchi,Bauchi_LGA3,2023,1,32.1754326,28.68121036,0.289704129,harmattan,1,66.50053546,73.02686023,1377.56507
Borno,Borno_LGA2,2023,8,473.9753964,29.68285571,0.78429091,rainy,1,61.41444092,73.11070089,9188.175483
Akwa Ibom,Akwa Ibom_LGA2,2020,2,14.5796314,26.5412246,0.270745244,harmattan,1,57.80818884,57.71883133,759.684448
Anambra,Anambra_LGA3,2023,9,304.6901448,26.70846401,0.711290798,rainy,1,55.11902494,60.56947936,4542.07762
Edo,Edo_LGA3,2018,2,22.56548695,26.57229592,0.320046887,harmattan,0,74.17498006,42.53605468,3263.309148
Gombe,Gombe_LGA2,2018,8,263.6068859,29.59728447,0.57509795,rainy,1,50.06598823,38.99609061,2838.935678
Benue,Benue_LGA1,2022,3,123.677324,27.57107492,0.431380623,dry,0,43.34749533,30.96199596,1695.961794
Delta,Delta_LGA3,2024,3,50.96397518,30.4672134,0.320308788,dry,0,74.86256381,84.68615846,13219.76606
Anambra,Anambra_LGA2,2024,6,260.4196292,30.29142287,0.630363799,rainy,0,73.56837943,51.85341485,7844.441386
Imo,Imo_LGA2,2021,5,288.3913716,26.54633397,0.68211148,rainy,0,69.52623536,71.87220562,16206.96917
Borno,Borno_LGA3,2022,1,21.27801177,27.05746158,0.317148197,harmattan,0,49.61756977,43.39319196,2327.225656
Adamawa,Adamawa_LGA1,2020,2,26.12532444,23.09640098,0.342316898,harmattan,1,61.71010628,51.33417014,347.4676615
Borno,Borno_LGA3,2024,2,26.90589656,24.71700456,0.266438113,harmattan,1,47.44067165,35.75842692,560.3973138
Bauchi,Bauchi_LGA3,2024,1,26.49111817,25.93015727,0.397514683,harmattan,0,68.10919522,43.45951212,3395.870506
Anambra,Anambra_LGA2,2024,5,309.4901849,28.8551461,0.648514539,rainy,0,35.21979642,90.0,6422.921428
Borno,Borno_LGA2,2021,12,25.61396046,26.63934828,0.278844699,harmattan,0,70.2119878,59.30040556,4161.354084
Gombe,Gombe_LGA2,2020,12,17.37403044,25.58982932,0.329105539,harmattan,0,22.46038496,77.02142407,434.9240594
Benue,Benue_LGA1,2020,3,124.0218055,27.75356869,0.412966082,dry,0,41.3018531,82.51709818,3957.637982
Ebonyi,Ebonyi_LGA3,2021,5,159.9677325,27.27865273,0.47562047,rainy,1,78.72705868,76.89035623,8625.513115
Delta,Delta_LGA3,2020,6,320.948151,27.82749888,0.588394364,rainy,1,91.21050509,61.27402806,36258.07569
Delta,Delta_LGA2,2018,11,115.1877597,29.66536663,0.369080554,dry,0,84.33991688,65.52178395,13687.00454
Edo,Edo_LGA1,2021,4,216.082486,25.74488593,0.616811167,rainy,0,62.56512213,45.83358816,9089.389883
Imo,Imo_LGA1,2020,7,372.2984993,26.24403664,0.652401981,rainy,0,56.36054286,47.48735795,16338.43538
Edo,Edo_LGA3,2023,12,25.53310513,24.61055009,0.351651718,harmattan,0,60.98713459,48.38224643,1086.728282
Bayelsa,Bayelsa_LGA1,2023,7,359.7169398,27.60240121,0.748390434,rainy,0,60.31591471,77.0385541,18402.91457
Benue,Benue_LGA3,2018,4,420.3456226,28.4905734,0.682126134,rainy,0,66.43537087,81.28566995,29259.71636
Adamawa,Adamawa_LGA2,2023,5,203.2621964,25.52527765,0.589610822,rainy,0,73.89109977,67.15923309,8460.770198
Gombe,Gombe_LGA2,2018,1,32.64888688,27.27799227,0.318440491,harmattan,0,39.58450041,45.80331505,881.1647048
Cross River,Cross River_LGA3,2020,9,418.6089336,30.48893656,0.607957693,rainy,1,75.79637277,42.18157629,12620.80868
Kaduna,Kaduna_LGA1,2024,2,30.2298512,26.86879971,0.341267488,harmattan,0,76.25638844,51.90984073,2530.186927
Delta,Delta_LGA3,2018,6,524.2800527,29.50486648,0.725244738,rainy,0,85.33495042,88.79177294,119529.0524
Adamawa,Adamawa_LGA1,2024,2,27.05661009,27.17362817,0.290085496,harmattan,0,56.33618644,54.6043579,1205.278843
Borno,Borno_LGA2,2023,12,37.91537114,24.18172485,0.268444659,harmattan,0,59.30787693,42.08920288,2303.26872
Anambra,Anambra_LGA3,2024,7,190.2194988,30.62716303,0.491201168,rainy,1,58.64993617,55.99019453,5216.662175
Enugu,Enugu_LGA2,2021,5,336.5141183,28.00053165,0.696109611,rainy,0,43.56140378,45.17673374,5713.940174
Borno,Borno_LGA2,2021,8,308.399496,26.50139249,0.547927901,rainy,1,34.74309849,61.86069035,3247.775494
Benue,Benue_LGA2,2018,7,471.4446669,27.36938322,0.794644094,rainy,0,44.87265295,50.04695705,8017.207618
Anambra,Anambra_LGA2,2025,10,360.8112159,28.54957998,0.754653808,rainy,1,44.8894669,51.45718358,2517.147963
Abia,Abia_LGA1,2019,11,62.33472967,28.68241452,0.44120939,dry,1,45.54653972,43.57438352,518.8563798
Borno,Borno_LGA1,2022,3,146.8560409,30.36554602,0.487318719,dry,0,30.732128,44.55268528,2172.298141
Bayelsa,Bayelsa_LGA3,2019,10,295.918448,26.24826325,0.658753479,rainy,0,72.32486053,76.31849589,23756.60564
Cross River,Cross River_LGA3,2025,8,453.857057,30.67125545,0.728016442,rainy,0,73.86236115,55.79369502,42915.99526
Edo,Edo_LGA1,2021,7,174.6968555,26.33249619,0.584236871,rainy,0,68.2535373,56.42230872,4651.497494
Gombe,Gombe_LGA3,2024,7,247.7977497,30.39824117,0.607233007,rainy,1,38.62556775,71.99613679,6451.19739
Gombe,Gombe_LGA1,2018,5,405.2890416,30.05075661,0.743052199,rainy,0,42.94340355,28.96150319,4139.665143
Cross River,Cross River_LGA1,2019,10,363.0224462,27.45462726,0.608215813,rainy,0,26.24608917,52.29225478,2658.384437
Adamawa,Adamawa_LGA2,2024,5,210.1457077,28.36019851,0.548307758,rainy,1,64.71692326,57.12039882,2451.909311
Anambra,Anambra_LGA3,2018,12,40.15132002,27.37084275,0.30952888,harmattan,0,30.52934908,36.57351557,713.3104689
Abia,Abia_LGA1,2025,4,216.7253128,27.2699834,0.707986681,rainy,0,72.88660037,33.91768329,5960.690736
Bauchi,Bauchi_LGA3,2025,3,59.73649429,32.56950791,0.325807338,dry,0,84.12694267,77.49728413,11566.85735
Delta,Delta_LGA1,2022,8,575.1232184,27.15734946,0.816445326,rainy,0,95.0,50.70495775,60366.27113
Abia,Abia_LGA3,2025,7,154.3120502,25.77108716,0.505945189,rainy,0,32.76422107,61.13306997,2272.216475
Adamawa,Adamawa_LGA2,2024,7,322.2259318,25.71506808,0.785713067,rainy,0,55.7296997,40.68895104,5196.16578
Abia,Abia_LGA3,2019,9,201.6342399,27.41312576,0.547427046,rainy,0,64.50851609,69.25592666,12239.66596
Cross River,Cross River_LGA3,2018,4,406.7045827,29.68911075,0.677664016,rainy,0,55.2191517,35.24801853,8781.530514
Bauchi,Bauchi_LGA3,2020,1,24.35583112,26.41932364,0.399610848,harmattan,0,81.26978036,61.69275561,3483.938125
Abia,Abia_LGA3,2021,7,171.8580556,29.00192754,0.612727009,rainy,0,59.87741863,35.72157131,2533.615453
Delta,Delta_LGA2,2024,11,89.77604018,32.64173065,0.363553772,dry,0,81.74596085,88.4768929,8220.582901
Akwa Ibom,Akwa Ibom_LGA1,2019,10,184.0240495,29.2244393,0.546554612,rainy,0,53.67238854,37.7362226,3812.731803
Imo,Imo_LGA2,2018,5,226.3081993,27.34241933,0.456810643,rainy,0,75.25749717,47.67000523,10435.27976
Borno,Borno_LGA3,2021,7,422.4238046,27.73193071,0.721951748,rainy,1,50.75423087,47.39476865,10229.57954
Enugu,Enugu_LGA3,2025,12,42.09422868,27.98061746,0.382723726,harmattan,1,18.42901092,54.87874257,210.8870729
Borno,Borno_LGA3,2024,4,358.5335512,29.75452633,0.700818084,rainy,0,77.37778365,60.49866071,63342.10053
Akwa Ibom,Akwa Ibom_LGA1,2025,3,45.51587236,29.6280799,0.308135741,dry,0,67.84150922,62.01447907,3567.584582
Kaduna,Kaduna_LGA1,2023,8,465.7512782,26.58298336,0.76503986,rainy,1,38.20588435,65.76568847,8665.198215
Borno,Borno_LGA3,2024,6,438.7834193,26.43239151,0.714121661,rainy,0,79.32337365,72.29623339,19630.17206
Jigawa,Jigawa_LGA2,2019,1,45.79704029,27.43102035,0.288955567,harmattan,0,56.73212562,52.07300119,2395.589248
Edo,Edo_LGA1,2020,2,16.12632984,26.61848384,0.318118995,harmattan,0,60.57338291,42.07456744,781.7905485
Cross River,Cross River_LGA3,2018,8,392.0852421,29.43747466,0.641307006,rainy,0,24.45632453,49.13714228,3068.852907
Gombe,Gombe_LGA1,2018,12,20.37842576,25.51812796,0.397936713,harmattan,0,53.94852268,67.96225314,1825.353035
Akwa Ibom,Akwa Ibom_LGA3,2018,12,39.63833351,27.95754077,0.393940679,harmattan,0,78.38200572,59.54654178,1611.925187
Enugu,Enugu_LGA3,2024,12,29.12926553,29.06130251,0.306142007,harmattan,0,67.3444644,58.0106291,2750.039685
Edo,Edo_LGA3,2023,7,189.0754601,28.2194123,0.523423875,rainy,0,36.24742389,57.87681617,3441.127396
Gombe,Gombe_LGA3,2024,11,87.24348394,31.56781623,0.43104181,dry,0,84.46354533,62.27167355,11054.85104
Edo,Edo_LGA1,2020,5,302.0822931,27.91325509,0.752786566,rainy,0,69.22696432,86.09249705,18848.22322
Jigawa,Jigawa_LGA3,2020,12,18.69753715,24.18623268,0.296209361,harmattan,0,52.97117766,72.01079417,1804.333752
Akwa Ibom,Akwa Ibom_LGA2,2019,2,40.70875937,27.15073866,0.347735922,harmattan,0,65.14825613,30.70759927,1116.489586
Edo,Edo_LGA1,2018,2,11.3348653,25.54338746,0.301656785,harmattan,1,77.59692035,50.36153523,1142.173736
Enugu,Enugu_LGA2,2025,3,87.0232728,29.81497618,0.456362423,dry,0,95.0,74.2263143,7632.399596
Edo,Edo_LGA3,2024,3,37.18667111,26.57854225,0.340052477,dry,0,70.35856167,86.21704608,6213.24058
Borno,Borno_LGA2,2022,12,44.2103549,26.22360143,0.380085479,harmattan,0,66.52208976,71.13713725,6224.830108
Ekiti,Ekiti_LGA3,2021,6,267.003918,25.92312472,0.682073143,rainy,0,61.32516098,81.76049513,8548.901423
Benue,Benue_LGA2,2020,3,64.90122835,28.52576374,0.321931887,dry,0,62.96308019,81.21064593,5639.197104
Adamawa,Adamawa_LGA3,2018,8,247.4853643,25.16769675,0.711235722,rainy,0,62.04010103,53.72927211,17521.73905
Bayelsa,Bayelsa_LGA3,2022,9,267.3222467,24.79310824,0.553624707,rainy,0,73.25439309,67.8848723,17601.77638
Borno,Borno_LGA3,2019,11,84.48689842,31.12503952,0.389897039,dry,1,84.43276979,55.3559195,5805.519123
Edo,Edo_LGA2,2018,1,22.18255523,25.97027471,0.415352561,harmattan,0,51.46880017,69.71242552,1987.184958
Cross River,Cross River_LGA1,2019,5,356.4588244,30.41008145,0.717467794,rainy,0,61.8318695,59.1196668,19396.33797
Akwa Ibom,Akwa Ibom_LGA3,2019,3,87.61299569,28.78044775,0.350511764,dry,0,32.65076592,62.03797139,1410.017824
Adamawa,Adamawa_LGA3,2021,6,295.7872396,28.03484171,0.755803428,rainy,1,57.01098866,47.53754232,3106.32117
Adamawa,Adamawa_LGA3,2021,7,205.2325188,27.52436225,0.556781888,rainy,0,64.08672191,67.47981581,5154.319122
Delta,Delta_LGA3,2022,6,438.0622139,30.60173752,0.725699243,rainy,0,87.82399208,90.0,97891.40353
Imo,Imo_LGA3,2020,4,255.5445298,25.84614732,0.614794391,rainy,0,54.0942791,42.0075607,5901.370334
Cross River,Cross River_LGA1,2025,11,136.1577331,28.33335864,0.434429089,dry,0,35.89531373,46.54724787,2404.506738
Borno,Borno_LGA2,2025,12,27.23693246,25.64777753,0.295200466,harmattan,0,37.33782304,44.84792837,1018.486657
Ekiti,Ekiti_LGA1,2019,10,300.2351738,29.26961745,0.767061534,rainy,0,76.2062156,40.2606202,10604.3382
Ekiti,Ekiti_LGA2,2018,1,22.69104819,29.00308311,0.393616562,harmattan,1,70.78810301,66.89434882,1844.714036
Gombe,Gombe_LGA1,2022,8,395.338573,26.8019881,0.737893443,rainy,1,77.7252232,46.67901199,7201.370405
Delta,Delta_LGA3,2021,3,106.2740485,30.86896291,0.409494922,dry,1,92.56784356,70.51525247,9427.371485
Bayelsa,Bayelsa_LGA1,2023,12,19.31759157,27.37492867,0.451032425,harmattan,1,55.81176653,62.81943536,1703.284132
Benue,Benue_LGA2,2022,11,91.97541869,27.01578142,0.381565104,dry,1,70.68466452,41.47460872,1921.69014
Akwa Ibom,Akwa Ibom_LGA1,2024,4,196.4881706,29.94127795,0.496286042,rainy,0,64.98965285,59.56656534,10627.44321
Kaduna,Kaduna_LGA1,2020,11,64.01525368,32.11717926,0.336552383,dry,0,51.90040356,43.78842894,4461.831575
Ebonyi,Ebonyi_LGA3,2019,6,248.7242433,25.86528316,0.756277447,rainy,0,82.99955125,76.94970429,14440.85546
Adamawa,Adamawa_LGA1,2024,10,216.6578593,28.31875428,0.655833507,rainy,1,73.15187675,61.40062633,7397.056731
Kaduna,Kaduna_LGA2,2018,6,267.0523404,27.99757056,0.5305077,rainy,1,70.96523793,62.64052396,7906.110646
Abia,Abia_LGA2,2019,11,64.06310517,28.89608244,0.375417719,dry,0,52.80155423,60.42354609,1755.661895
Edo,Edo_LGA2,2022,9,229.3121997,27.4512368,0.671233481,rainy,1,45.98206725,52.97362787,2690.777134
Ebonyi,Ebonyi_LGA2,2022,11,71.87394948,27.55486345,0.334341053,dry,0,63.506081,27.81591198,1346.644588
Borno,Borno_LGA3,2018,9,322.5532609,31.46677218,0.699919598,rainy,0,37.84124578,43.31220855,7669.185196
Ekiti,Ekiti_LGA1,2025,3,56.57933597,28.93297646,0.39237008,dry,0,55.78385211,65.5221334,2523.041412
Bayelsa,Bayelsa_LGA2,2024,6,259.0569699,27.92366723,0.611693015,rainy,0,67.48789344,30.07049965,4519.981567
Ebonyi,Ebonyi_LGA3,2024,8,219.8760504,24.65793682,0.570866576,rainy,0,75.36171483,41.46196566,7961.705939
Anambra,Anambra_LGA2,2018,3,82.29902674,29.25388713,0.348676956,dry,1,69.04745421,64.58843252,2032.510599
Cross River,Cross River_LGA3,2019,3,67.31327959,31.14378533,0.299813616,dry,1,32.4286624,48.75103574,990.1012382
Enugu,Enugu_LGA1,2025,4,369.010947,28.39655987,0.903538995,rainy,0,61.78081962,52.47400314,19414.12553
Delta,Delta_LGA3,2021,4,421.8731645,28.12878034,0.632452599,rainy,0,80.0162109,51.8553893,32987.21934
Imo,Imo_LGA1,2019,12,42.60373645,26.65744818,0.347411551,harmattan,0,69.27583043,36.81394241,2259.681911
Ebonyi,Ebonyi_LGA2,2022,9,156.7494127,26.8688296,0.641131202,rainy,0,80.52632279,57.93783761,7387.818025
Cross River,Cross River_LGA2,2019,4,526.2314955,29.86349344,0.783667639,rainy,0,65.78370914,68.5879696,51623.29603
Jigawa,Jigawa_LGA1,2021,11,92.00269947,30.24396204,0.371644465,dry,1,77.08026842,52.67766577,2646.409561
Gombe,Gombe_LGA3,2019,1,39.42706356,26.66689173,0.412397281,harmattan,0,24.52641408,63.49349474,326.9557863
Borno,Borno_LGA2,2024,2,23.15624107,25.95505554,0.350068014,harmattan,0,28.00514391,49.70406767,645.7052172
Ekiti,Ekiti_LGA3,2019,10,217.1066685,26.374285,0.575013181,rainy,1,47.81127738,51.70587659,2288.088754
Borno,Borno_LGA1,2019,10,343.1739704,28.10742175,0.734533925,rainy,1,29.42904268,28.60942943,1348.519035
Imo,Imo_LGA1,2021,7,429.1814395,27.59824791,0.879804554,rainy,0,61.21281246,44.64779503,11192.78833
Akwa Ibom,Akwa Ibom_LGA3,2018,5,320.9473037,30.12846645,0.800521329,rainy,0,68.118522,65.066953,17032.21172
Bauchi,Bauchi_LGA2,2021,1,21.57309823,27.6492805,0.365982476,harmattan,0,80.18781595,32.42421058,2671.216801
Imo,Imo_LGA3,2025,8,399.0907159,28.63449252,0.707255439,rainy,0,63.26298214,49.91586675,9385.254886
Jigawa,Jigawa_LGA2,2025,7,261.4927584,26.98024414,0.56947182,rainy,1,43.44457159,57.98668549,6991.108927
Bauchi,Bauchi_LGA3,2023,11,81.64835555,29.92535368,0.489012563,dry,0,73.85935726,65.56723572,6604.066726
Bauchi,Bauchi_LGA1,2024,11,110.2411688,31.01330731,0.441936225,dry,0,45.81132528,47.69920762,2229.976056
Delta,Delta_LGA2,2018,12,39.68762281,28.94864191,0.334252364,harmattan,0,92.26456027,78.35945575,8292.496628
Adamawa,Adamawa_LGA2,2022,4,204.2255694,26.1911931,0.515734332,rainy,0,84.99963432,44.80360758,15341.4161
Bayelsa,Bayelsa_LGA3,2021,7,333.7066866,26.38623266,0.652945965,rainy,0,79.96400165,55.06466285,18295.98359
Adamawa,Adamawa_LGA1,2024,6,286.8788282,27.89095142,0.708952373,rainy,1,81.04353569,70.68215909,7851.621794
Delta,Delta_LGA1,2022,10,368.3771319,26.85999157,0.722888686,rainy,1,80.10861927,50.59170783,15699.65459
Abia,Abia_LGA3,2021,4,215.2146131,25.04025726,0.620835427,rainy,0,72.75310666,47.27085358,5749.528607
Gombe,Gombe_LGA3,2021,8,257.798496,28.68600254,0.703387705,rainy,1,60.70589944,15.47684031,2024.854198
Gombe,Gombe_LGA1,2018,10,329.9297677,27.7877545,0.676015485,rainy,1,66.22534965,44.44761469,8541.467642
Imo,Imo_LGA1,2024,8,335.8620641,27.40291624,0.593820016,rainy,0,80.06433723,66.8009496,55839.76866
Adamawa,Adamawa_LGA2,2019,12,22.42221995,28.20850965,0.220875471,harmattan,0,33.05673378,58.56483383,480.6599937
Borno,Borno_LGA1,2024,3,40.21922309,31.54795441,0.457434489,dry,0,56.6089711,45.51107789,3189.048515
Abia,Abia_LGA1,2025,3,37.477476,29.01952766,0.342927271,dry,0,95.0,55.3504997,5253.104047
