record_id,state,lga,year,month,rainfall_mm,temperature_avg_c,vegetation_index,season,intervention_flag,reporting_completeness_pct,timeliness_pct,source,total_cases,symptomatic_cases,asymptomatic_cases,cases_under5,cases_5to15,cases_15plus,suspected_cases,tested_cases,positive_cases,rd_t_positive,microscopy_positive,pcr_positive,predicted_cases_lower_ci,predicted_cases_upper_ci
3172,Ekiti,Ekiti_LGA1,2024,7,329.4119846,26.5196236,0.764177881,rainy,0,68.30712999,74.88280093,routine,17102.0476,20226.74809,9047.720863,12345.76629,17787.34683,24340.6531,49213.21515,29767.57304,30452.13675,18271.28205,9135.641024,3045.213675,10261.22856,23942.86665
3173,Anambra,Anambra_LGA1,2021,3,79.5396845,28.88449577,0.263116051,dry,1,72.8683519,23.53081543,routine,1601.628191,1848.000165,745.3165131,3267.711661,3774.317999,7116.091238,11420.91845,8253.431487,9396.607361,5637.964417,2818.982208,939.6607361,960.9769145,2242.279467
3174,Adamawa,Adamawa_LGA1,2023,5,175.4321736,29.12264386,0.550271643,rainy,0,58.56499497,63.56424057,survey,6780.225114,9065.818402,2988.868108,7363.920243,9523.459021,14768.09356,21489.74655,14831.22085,19896.87724,11938.12634,5969.063172,1989.687724,4068.135069,9492.31516
3175,Bauchi,Bauchi_LGA1,2024,7,363.6271296,27.17886175,0.745838276,rainy,0,40.2862888,28.88124259,survey,2790.856678,4195.654335,2407.714878,10205.88089,16426.7655,28671.2456,39058.63062,17823.90852,23025.82164,13815.49299,6907.746493,2302.582164,1674.514007,3907.199349
3176,Jigawa,Jigawa_LGA1,2023,3,111.810708,30.97199388,0.382980572,dry,0,50.4688761,45.92172969,survey,4389.750781,4702.421344,3505.223283,7799.377853,11711.89079,17266.29159,24925.26564,14848.97705,19952.51916,11971.5115,5985.755748,1995.251916,2633.850468,6145.651093
3177,Borno,Borno_LGA2,2020,5,307.8505837,28.77103022,0.531499921,rainy,1,93.99011462,35.01379608,sentinel,11464.84225,11673.50408,4730.893128,8248.455702,14121.30227,26320.8822,48764.31706,36611.51081,34000.58057,20400.34834,10200.17417,3400.058057,6878.90535,16050.77915
3178,Adamawa,Adamawa_LGA2,2023,1,12.00014368,24.56477456,0.381652906,harmattan,0,69.56074569,41.69481884,routine,1729.711865,1961.943624,701.1413003,2156.92355,3137.126027,4009.65863,7773.923746,5177.383044,5701.345354,3420.807213,1710.403606,570.1345354,1037.827119,2421.596611
3179,Kaduna,Kaduna_LGA1,2022,5,281.6732645,28.17224585,0.633684679,rainy,0,67.31298182,45.26287159,routine,17509.80258,20305.34096,8661.960901,20700.64655,32186.91684,42694.42108,80232.30114,51471.26707,56435.3872,33861.23232,16930.61616,5643.53872,10505.88155,24513.72361
3180,Akwa Ibom,Akwa Ibom_LGA2,2024,11,82.89150982,30.28149656,0.361682919,dry,0,68.6491373,58.16717952,routine,5853.271573,6966.331402,3116.253975,4415.008147,7820.282948,14084.39072,25384.19297,14454.58761,13906.21362,8343.728174,4171.864087,1390.621362,3511.962944,8194.580202
3181,Benue,Benue_LGA1,2018,10,411.6549467,30.68983622,0.688535178,rainy,0,71.14692588,37.24963943,routine,25575.23602,32627.26101,14162.35639,35070.10345,55164.11733,82154.88713,158058.3096,98119.64067,98991.03932,59394.62359,29697.3118,9899.103932,15345.14161,35805.33043
3182,Ebonyi,Ebonyi_LGA1,2025,8,224.6245203,27.70448426,0.622788925,rainy,0,60.14996111,83.42565225,routine,9654.543402,11312.44581,6476.299172,6144.780913,8966.415582,20016.18986,28381.97802,16903.28739,19215.12836,11529.07701,5764.538507,1921.512836,5792.726041,13516.36076
3183,Kaduna,Kaduna_LGA1,2024,12,37.11583705,28.46131285,0.443992088,harmattan,0,68.36428748,80.00280843,routine,3265.287799,4388.716748,1847.125749,2446.157504,3254.88347,4863.685709,9260.373249,5778.000097,6081.589543,3648.953726,1824.476863,608.1589543,1959.172679,4571.402919
3184,Ebonyi,Ebonyi_LGA1,2021,5,162.7357296,26.27014295,0.646194477,rainy,0,42.46218704,54.60356279,survey,3827.388731,6141.541836,3719.954767,8264.694718,11628.20677,19221.94886,30442.18365,13287.21673,15650.4027,9390.241621,4695.12081,1565.04027,2296.433238,5358.344223
3185,Adamawa,Adamawa_LGA1,2019,12,27.94571515,26.41702535,0.335219345,harmattan,0,69.03613577,50.04679537,survey,2429.149826,2638.656784,1438.633455,2261.404316,4024.966262,5196.494342,9989.314511,6341.860974,6722.866538,4033.719923,2016.859961,672.2866538,1457.489895,3400.809756
3186,Adamawa,Adamawa_LGA3,2023,9,208.9378423,28.89970804,0.589996084,rainy,1,57.45460901,68.46403651,routine,3692.899126,4873.497609,3506.563803,4893.254729,5577.829386,10844.46437,19411.52583,9797.412034,9947.664003,5968.598402,2984.299201,994.7664003,2215.739476,5170.058777
3187,Gombe,Gombe_LGA1,2019,9,286.9276932,28.47261591,0.590064957,rainy,1,44.80827306,54.49000999,survey,7609.46815,11364.12917,6412.333778,16234.80219,21229.51392,32126.4608,46215.20982,24945.94027,34177.04529,20506.22717,10253.11359,3417.704529,4565.68089,10653.25541
3188,Jigawa,Jigawa_LGA2,2022,10,257.5439852,24.86077748,0.552063262,rainy,1,80.86830862,54.52165438,routine,16134.31068,15063.75676,6983.215806,11238.89867,16980.42995,21643.05182,38431.84355,32258.29095,38347.31832,23008.39099,11504.1955,3834.731832,9680.586409,22588.03495
3189,Benue,Benue_LGA3,2023,10,328.2115827,27.21452332,0.631436711,rainy,0,52.97741021,57.54700861,routine,14211.34272,23365.00648,8114.3927,21929.18558,28681.55309,50753.21544,88657.48951,42959.99822,45309.44264,27185.66559,13592.83279,4530.944264,8526.80563,19895.8798
3190,Adamawa,Adamawa_LGA1,2019,7,240.89285,25.25691676,0.652762076,rainy,1,55.47960674,65.63297446,survey,3928.280314,4509.481974,2129.957457,4658.773629,5232.462832,9696.095985,13836.70591,8693.580009,11228.43457,6737.06074,3368.53037,1122.843457,2356.968188,5499.592439
3191,Cross River,Cross River_LGA1,2020,8,273.7227585,30.21337588,0.615912926,rainy,1,76.84415791,51.18856242,routine,17276.35981,15256.96427,10523.13968,11245.22166,20894.47059,35276.65442,63183.95245,41444.41911,40958.5739,24575.14434,12287.57217,4095.85739,10365.81589,24186.90374
3192,Akwa Ibom,Akwa Ibom_LGA2,2019,11,76.15525566,29.72969916,0.377401504,dry,0,63.7844944,47.26690577,survey,4965.920991,5406.310592,2095.443445,4788.05399,6024.942618,12906.33959,15985.344,12103.40693,16350.75132,9810.450793,4905.225396,1635.075132,2979.552595,6952.289388
3193,Cross River,Cross River_LGA1,2022,5,342.4547301,28.83888345,0.553223885,rainy,0,69.99040978,43.70864443,sentinel,11242.14627,11255.74093,9866.428929,12514.27709,23127.92198,34739.49629,66222.71295,39408.34959,38802.9812,23281.78872,11640.89436,3880.29812,6745.287761,15739.00478
3194,Benue,Benue_LGA3,2018,8,408.2678763,26.46533569,0.776536129,rainy,0,74.70602395,45.77926011,survey,43652.96298,33511.6479,19725.78731,33149.5311,38640.63145,84644.86114,114379.5,93493.10902,116855.6503,70113.39019,35056.6951,11685.56503,26191.77779,61114.14817
3195,Akwa Ibom,Akwa Ibom_LGA2,2019,1,21.03677069,25.37731587,0.304411856,harmattan,0,64.57508188,64.5585176,survey,2262.587529,2540.413911,1423.201072,1590.966496,3235.892437,4863.129281,8754.143755,5005.854259,5121.017104,3072.610263,1536.305131,512.1017104,1357.552518,3167.622541
3196,Akwa Ibom,Akwa Ibom_LGA2,2024,6,182.3849482,28.3107387,0.561478343,rainy,0,76.44483285,56.76312335,survey,9285.348852,8866.717417,3521.953569,7080.769718,8232.106917,14740.07465,24533.82702,18379.1427,20689.67674,12413.80604,6206.903022,2068.967674,5571.209311,12999.48839
3197,Enugu,Enugu_LGA3,2024,1,24.58150764,24.35920348,0.252812359,harmattan,0,77.15199817,43.92837444,routine,1867.931261,2306.929298,743.2965283,1601.400314,2454.531717,4507.86178,7841.401972,5285.710436,5339.355363,3203.613218,1601.806609,533.9355363,1120.758757,2615.103766
3198,Bauchi,Bauchi_LGA2,2019,7,225.2968998,28.60089427,0.576670883,rainy,1,61.84248851,72.69785849,survey,16893.5623,16001.44194,10088.11225,9331.715359,15084.4936,32436.76894,37055.49459,28127.43706,39232.46543,23539.47926,11769.73963,3923.246543,10136.13738,23650.98722
3199,Edo,Edo_LGA2,2019,10,303.7868438,27.03418194,0.744524706,rainy,0,51.54032523,71.7773208,survey,7618.554677,8355.959056,3507.281114,6945.863052,12325.34009,15872.00576,24370.35448,14490.33933,19048.72956,11429.23774,5714.618869,1904.872956,4571.132806,10665.97655
3200,Ekiti,Ekiti_LGA1,2024,2,19.83891529,26.51145172,0.256882903,harmattan,1,60.42215779,78.73099617,routine,996.450272,1223.053312,559.7479697,781.8563634,1162.244802,1672.102651,2879.347285,1747.990701,2014.808435,1208.885061,604.4425305,201.4808435,597.8701632,1395.030381
3201,Imo,Imo_LGA2,2018,8,341.4689761,25.84777455,0.622310013,rainy,1,73.59180324,57.31508869,routine,21318.60577,20239.19981,11095.57051,13218.54036,25033.53863,31589.95203,47396.19562,41118.40803,55181.46245,33108.87747,16554.43873,5518.146245,12791.16346,29846.04807
3202,Enugu,Enugu_LGA3,2022,1,30.73018345,28.16309512,0.403853206,harmattan,1,65.46800213,54.33687123,survey,2140.260753,2289.366902,796.8179986,1826.122287,3233.420925,4099.17762,7319.566831,4796.82524,5509.637843,3305.782706,1652.891353,550.9637843,1284.156452,2996.365054
3203,Ebonyi,Ebonyi_LGA3,2018,12,26.39261077,25.33300649,0.339354175,harmattan,0,60.61043075,51.23806008,sentinel,1119.84002,1394.117436,1036.047948,1620.800601,2161.196283,4094.618087,6933.859788,3819.24021,4003.666217,2402.19973,1201.099865,400.3666217,671.9040121,1567.776028
3204,Ebonyi,Ebonyi_LGA2,2025,2,16.76210253,25.74655024,0.348127739,harmattan,0,44.46062154,41.46380363,routine,375.0051914,700.6030976,262.5920985,1181.306512,1756.87603,2517.513031,4481.881387,1940.508929,2171.491302,1302.894781,651.4473906,217.1491302,225.0031148,525.0072679
3205,Ebonyi,Ebonyi_LGA2,2022,2,26.69859373,23.83070757,0.343713888,harmattan,0,52.97885269,44.40515509,routine,1019.711001,1203.507226,871.318106,1588.767947,2391.741235,4523.769668,6191.419379,3604.375492,4523.477528,2714.086517,1357.043258,452.3477528,611.8266005,1427.595401
3206,Anambra,Anambra_LGA2,2018,11,99.68305235,32.44486546,0.428528162,dry,0,54.27768411,55.39014467,survey,2804.169732,3010.401614,2142.388156,2780.12412,4338.840773,10094.30998,13110.99842,7474.373567,8985.786957,5391.472174,2695.736087,898.5786957,1682.501839,3925.837625
3207,Abia,Abia_LGA1,2019,2,12.92371569,26.80012476,0.257734703,harmattan,0,83.16287375,60.36045218,survey,1263.346857,950.7067804,526.3263659,534.7176885,765.1718138,1708.05236,2389.241296,2001.192715,2311.955689,1387.173413,693.5867066,231.1955689,758.0081139,1768.685599
3208,Anambra,Anambra_LGA1,2018,10,262.826342,30.92099625,0.60794049,rainy,0,41.20212352,63.93072974,survey,5232.975638,8401.322557,3506.97945,9000.472315,13966.76702,25158.52277,34943.05175,15863.06875,19959.20747,11975.52448,5987.76224,1995.920747,3139.785383,7326.165893
3209,Akwa Ibom,Akwa Ibom_LGA3,2021,5,343.3262225,27.64640616,0.758053398,rainy,0,54.15846761,20.42684034,sentinel,3440.501745,3746.480118,2298.585499,12052.02461,18510.64701,29275.47693,50175.13326,25925.93944,28455.00435,17073.00261,8536.501306,2845.500435,2064.301047,4816.702443
3210,Edo,Edo_LGA1,2020,7,208.8776853,27.39992801,0.613767034,rainy,0,38.60491541,39.64508954,routine,1905.152182,3069.00008,1717.854075,5372.056441,8957.897173,18010.97617,24300.04109,9988.150868,12164.40097,7298.640579,3649.32029,1216.440097,1143.091309,2667.213054
3211,Adamawa,Adamawa_LGA3,2020,11,54.09614426,29.12111446,0.483085305,dry,0,73.52629388,52.23503353,routine,4990.65749,5731.249194,2013.312472,3261.724067,6498.281821,10370.6278,15303.66061,11841.04711,14261.46709,8556.880253,4278.440126,1426.146709,2994.394494,6986.920486
3212,Imo,Imo_LGA2,2022,9,266.5273771,29.00894893,0.481700381,rainy,1,66.97666203,41.12514669,routine,9850.143748,10094.40628,4873.007527,9919.288759,18783.65906,24642.68638,39866.92789,28583.3001,34989.97269,20993.98361,10496.99181,3498.997269,5910.086249,13790.20125
3213,Adamawa,Adamawa_LGA2,2020,2,32.47935893,25.324296,0.292482902,harmattan,0,76.46906437,55.40354193,survey,3891.952514,3965.535777,1496.694897,2549.763041,4045.460102,5995.980321,10144.38236,7702.700386,8779.874227,5267.924536,2633.962268,877.9874227,2335.171508,5448.73352
3214,Edo,Edo_LGA3,2022,1,19.00081003,27.0033537,0.274978868,harmattan,0,36.41945147,58.89638812,survey,538.782422,934.0413995,503.756854,1175.508125,2329.800331,3529.731258,5038.414135,2049.698299,2612.881783,1567.72907,783.8645349,261.2881783,323.2694532,754.2953908
3215,Imo,Imo_LGA1,2019,11,53.50019211,27.94215162,0.452584904,dry,0,57.16721212,54.00548504,routine,4138.261903,4662.113204,1778.344004,3293.462496,6886.381648,10302.38804,13064.22543,9367.296897,13338.9867,8003.39202,4001.69601,1333.89867,2482.957142,5793.566664
3216,Abia,Abia_LGA3,2019,4,164.5053071,28.15033616,0.535560403,rainy,0,41.72321073,49.20273183,survey,3009.621769,3446.119546,2265.514401,5556.959273,7162.188852,15256.22913,16883.57698,9337.780485,14021.17627,8412.70576,4206.35288,1402.117627,1805.773061,4213.470476
3217,Ekiti,Ekiti_LGA3,2021,8,232.0986367,29.21319997,0.656951959,rainy,0,80.47227314,52.41550243,sentinel,13980.01833,15232.91398,8559.077492,11300.16788,17743.69569,27292.86085,54125.72727,36268.35421,35018.50597,21011.10358,10505.55179,3501.850597,8388.010999,19572.02566
3218,Adamawa,Adamawa_LGA2,2024,3,55.37495857,27.86166775,0.343473628,dry,0,66.35928879,53.65024599,routine,4091.519123,4221.396209,1461.369392,3157.694923,4024.167402,8166.974634,10104.26501,8148.303235,11257.44699,6754.468192,3377.234096,1125.744699,2454.911474,5728.126772
3219,Ekiti,Ekiti_LGA1,2019,4,293.6056933,29.3111507,0.707675302,rainy,0,77.05943784,67.66377499,sentinel,18644.44748,16608.20542,9517.216507,10389.449,14153.25669,26337.47671,37990.55158,31366.38602,38429.40921,23057.64552,11528.82276,3842.940921,11186.66849,26102.22647
3220,Cross River,Cross River_LGA2,2020,7,472.5077261,27.71029515,0.751456239,rainy,0,70.19348142,79.09306198,routine,39002.22718,46123.24032,26754.54105,22632.68449,36723.61574,67978.14686,122851.7638,71504.38516,68768.98795,41261.39277,20630.69639,6876.898795,23401.33631,54603.11805
3221,Ekiti,Ekiti_LGA3,2018,10,281.0591299,26.27204059,0.66478567,rainy,0,77.83464142,25.49543312,routine,6713.944485,6977.639744,4388.765353,12942.69702,15492.57601,28824.93674,52494.47556,35654.62316,35974.9206,21584.95236,10792.47618,3597.49206,4028.366691,9399.522279
3222,Abia,Abia_LGA2,2019,3,57.08262567,29.91061988,0.488036192,dry,0,58.52638745,44.84679185,routine,1491.824915,1771.515517,1104.584382,2119.681566,3368.802965,5195.930186,9525.215934,5002.561563,5182.039333,3109.2236,1554.6118,518.2039333,895.0949487,2088.55488
3223,Imo,Imo_LGA3,2024,6,336.7643976,28.54719196,0.792203897,rainy,0,84.70018781,74.24540511,survey,38138.77215,23817.24155,16243.86458,10441.1325,18700.40696,33498.34815,43973.15764,42444.88196,55149.37639,33089.62584,16544.81292,5514.937639,22883.26329,53394.28101
3224,Gombe,Gombe_LGA1,2019,1,25.13612785,27.49077515,0.205939303,harmattan,0,74.61785253,27.24283356,routine,1706.181538,1964.386772,610.3683923,2083.519104,3910.937429,6190.617621,8775.066307,7273.79253,9223.777695,5534.266617,2767.133308,922.3777695,1023.708923,2388.654154
3225,Benue,Benue_LGA2,2022,12,36.24821197,24.79238193,0.32300844,harmattan,0,48.33729389,69.83036637,routine,1987.113123,2902.331903,1376.422507,2435.882918,3932.81119,6538.859158,10757.82098,4991.329564,5509.688378,3305.813027,1652.906513,550.9688378,1192.267874,2781.958372
3226,Bayelsa,Bayelsa_LGA3,2024,10,409.2772512,25.48011729,0.762776772,rainy,0,49.96675921,52.48803,routine,7450.468918,7827.909514,4446.486276,11233.453,13992.35867,24156.64904,33484.07898,19739.85219,26512.19405,15907.31643,7953.658216,2651.219405,4470.281351,10430.65649
3227,Enugu,Enugu_LGA3,2019,11,100.9315356,30.65114087,0.494828009,dry,0,42.25705694,41.76081942,survey,1936.260631,2315.319452,1234.870612,4084.622848,6127.732488,10843.8464,13520.57995,7118.184925,10071.44706,6042.868235,3021.434117,1007.144706,1161.756378,2710.764883
3228,Edo,Edo_LGA3,2021,4,305.5443887,31.2147273,0.724535442,rainy,0,45.41832052,57.91324343,survey,8792.034726,17427.40588,6660.050048,15529.33952,24104.69407,45875.12534,75353.35708,31069.4591,32537.64215,19522.58529,9761.292646,3253.764215,5275.220835,12308.84862
3229,Adamawa,Adamawa_LGA3,2024,1,30.78406304,25.02165995,0.410141561,harmattan,0,62.32467735,39.99495059,routine,1488.48317,1763.324157,872.529427,2315.856455,3300.95371,5036.636949,9382.70237,5311.781232,5565.834732,3339.500839,1669.750419,556.5834732,893.089902,2083.876438
3230,Bauchi,Bauchi_LGA3,2025,12,41.61932192,28.15384925,0.390920157,harmattan,0,56.91522095,39.3874149,survey,1225.851147,1636.972146,711.4217517,1988.933182,3805.004286,4930.930262,9221.956305,4883.265732,5233.809833,3140.2859,1570.14295,523.3809833,735.5106881,1716.191605
3231,Borno,Borno_LGA3,2023,3,100.5863383,29.77888518,0.458143757,dry,1,58.94094892,40.72602211,routine,2507.100101,3391.656736,1616.983253,5048.591823,7270.740732,9863.865842,18845.89269,10459.99011,11339.28892,6803.573354,3401.786677,1133.928892,1504.26006,3509.940141
3232,Ebonyi,Ebonyi_LGA3,2024,1,19.65428648,23.84017082,0.306542519,harmattan,0,34.40957599,74.86599975,routine,614.3175347,1283.160545,518.9118644,1455.747805,1736.643119,3730.140518,4801.538068,1905.610974,2504.557661,1502.734597,751.3672984,250.4557661,368.5905208,860.0445485
3233,Delta,Delta_LGA3,2021,2,31.9500767,29.38467498,0.330050595,harmattan,0,79.96257088,75.24213677,routine,6036.531529,6164.412239,3448.110094,2708.950873,4070.286612,9517.751671,15211.02481,10425.1932,10342.96052,6205.776311,3102.888155,1034.296052,3621.918918,8451.144141
3234,Jigawa,Jigawa_LGA2,2024,6,285.1159496,25.55584061,0.530934812,rainy,1,76.4621222,57.35835547,routine,21272.01102,20469.81204,8381.93447,14581.27483,17725.91184,33247.62821,49961.73,40099.68213,48180.87097,28908.52258,14454.26129,4818.087097,12763.20661,29780.81543
3235,Benue,Benue_LGA3,2018,6,259.1279934,25.97428397,0.588654957,rainy,0,46.30388777,46.04802495,routine,5094.275958,7064.890184,3570.267209,9920.118767,12811.18826,26792.08582,31149.46195,18345.00499,26475.16727,15885.10036,7942.550181,2647.516727,3056.565575,7131.986342
3236,Akwa Ibom,Akwa Ibom_LGA1,2022,11,31.33920035,29.56468871,0.331614702,dry,0,62.12354405,51.36379782,routine,2135.049358,1907.788166,989.4969025,2001.573607,3179.402085,4038.921965,6167.943639,4582.181746,6233.984167,3740.3905,1870.19525,623.3984167,1281.029615,2989.069101
3237,Jigawa,Jigawa_LGA3,2018,6,288.5250094,27.82291106,0.579752652,rainy,0,56.40109181,44.83768075,routine,14937.25492,18510.76173,9084.785698,23085.79583,30848.80019,54199.61963,87570.35806,48791.10259,55343.70975,33206.22585,16603.11292,5534.370975,8962.352955,20912.15689
3238,Adamawa,Adamawa_LGA1,2020,5,250.3862278,27.07926925,0.634835553,rainy,1,55.01729539,37.25315488,sentinel,3800.244646,4452.935602,2107.511088,6641.094595,10423.73156,13994.99703,21390.58604,13670.61974,18089.89577,10853.93746,5426.96873,1808.989577,2280.146788,5320.342505
3239,Gombe,Gombe_LGA2,2025,6,354.1898621,28.21223698,0.699447429,rainy,0,64.66835571,32.18781307,routine,9596.548058,8507.072549,4953.009926,11613.60378,18389.34542,32501.78739,42217.52683,32336.62831,43592.03168,26155.21901,13077.6095,4359.203168,5757.928835,13435.16728
3240,Jigawa,Jigawa_LGA1,2025,8,468.73138,27.90084536,0.802970861,rainy,1,67.9995018,28.10559353,survey,6674.682396,6064.213494,3420.722459,8519.274974,14136.88245,27201.16809,36217.15688,27122.18637,34110.51368,20466.30821,10233.15411,3411.051368,4004.809438,9344.555354
3241,Bauchi,Bauchi_LGA2,2024,9,389.3397847,30.62053058,0.783882251,rainy,1,73.71154742,84.04195254,survey,18711.57637,17302.22664,7904.383561,7490.48541,13237.12934,19338.28061,30193.15809,23626.55316,28693.92292,17216.35375,8608.176877,2869.392292,11226.94582,26196.20692
3242,Adamawa,Adamawa_LGA2,2021,8,293.7208743,24.58741404,0.742729346,rainy,0,36.15569354,61.71444136,survey,5015.373417,9542.439845,3748.498103,9960.326751,19002.39945,26298.09438,32930.9122,15983.94635,24294.52192,14576.71315,7288.356577,2429.452192,3009.22405,7021.522784
3243,Imo,Imo_LGA1,2022,7,286.9788374,27.09538296,0.617939848,rainy,0,23.85020161,39.73074533,survey,1769.430565,3899.74005,2426.791206,12251.3193,22188.41804,32317.63459,39101.46676,12737.41424,19683.61648,11810.16989,5905.084943,1968.361648,1061.658339,2477.20279
3244,Abia,Abia_LGA2,2018,10,218.3243977,29.18708469,0.6101773,rainy,0,38.20996001,65.83593372,sentinel,3718.254105,7237.971952,3868.120999,9596.733545,14576.43812,20944.89655,36746.32668,13791.67666,15559.87965,9335.927788,4667.963894,1555.987965,2230.952463,5205.555746
3245,Ebonyi,Ebonyi_LGA2,2023,6,209.7071304,25.46698442,0.657840996,rainy,0,80.45651952,61.7964842,routine,9917.380039,10923.8976,4395.95607,5316.349831,9210.519721,15847.5334,27466.12537,19550.54995,19983.02379,11989.81428,5994.907138,1998.302379,5950.428023,13884.33205
3246,Abia,Abia_LGA2,2021,11,54.31940315,27.81024864,0.34021486,dry,0,56.97354544,26.49318376,sentinel,1441.786393,1496.828544,1006.040587,3854.735864,4509.489912,9265.560443,14764.49118,8035.45141,8829.659096,5297.795458,2648.897729,882.9659096,865.0718359,2018.500951
3247,Borno,Borno_LGA2,2022,10,412.7541308,28.26815467,0.64103204,rainy,0,63.49871319,70.13563208,routine,54614.70544,59122.31104,27549.43581,37361.25845,48990.4416,110140.2511,149179.5204,99815.88839,120370.1109,72222.06654,36111.03327,12037.01109,32768.82327,76460.58762
3248,Ekiti,Ekiti_LGA1,2018,3,74.7283685,28.50205165,0.473547368,dry,1,42.7821748,63.68202847,routine,972.7721646,1353.898803,549.1383696,1390.462432,2140.005445,3387.642482,4523.871425,2367.774453,3292.256953,1975.354172,987.677086,329.2256953,583.6632987,1361.88103
3249,Abia,Abia_LGA1,2025,6,284.1727216,26.89240285,0.713503813,rainy,1,84.7653716,45.33677876,routine,6720.921191,5428.764915,3199.157996,4093.958266,5708.857499,13557.19025,19733.38551,15840.95672,17264.89135,10358.93481,5179.467406,1726.489135,4032.552715,9409.289667
3250,Ebonyi,Ebonyi_LGA1,2021,3,29.11957582,28.43003672,0.361399149,dry,0,64.23872873,39.28380698,survey,1318.356946,1503.779113,734.7415045,1887.496204,3346.120344,4359.143349,8735.918294,4929.813606,5005.39684,3003.238104,1501.619052,500.539684,791.0141673,1845.699724
3251,Edo,Edo_LGA1,2023,10,267.2626725,26.37981346,0.723533167,rainy,0,64.8121175,72.00873729,routine,11304.70985,17268.94622,5048.88775,8029.246765,15525.47936,21013.95438,39179.74595,23108.72446,24256.37725,14553.82635,7276.913176,2425.637725,6782.825908,15826.59379
3252,Borno,Borno_LGA3,2020,10,412.0657438,28.38764147,0.765175367,rainy,1,49.41152193,61.93248038,routine,6461.679536,7643.340582,4488.08795,8766.314872,14405.88357,17693.41696,27052.95566,16153.85801,22198.68606,13319.21163,6659.605817,2219.868606,3877.007721,9046.35135
3253,Edo,Edo_LGA1,2018,7,189.0841118,27.04406666,0.573482401,rainy,0,88.55966281,57.70730031,routine,12954.5875,10828.31882,4217.274464,4984.34598,10310.45908,14291.77721,24671.97004,20961.422,23126.78807,13876.07284,6938.03642,2312.678807,7772.752498,18136.42249
3254,Edo,Edo_LGA3,2022,5,280.4088792,28.14483812,0.740991569,rainy,0,87.70562196,31.77503526,routine,7423.215642,7217.08229,3686.874832,6717.459754,9967.002795,21347.49586,33083.09828,26684.93253,28289.82398,16973.89439,8486.947195,2828.982398,4453.929385,10392.5019
3255,Borno,Borno_LGA2,2022,4,291.2546914,29.95992,0.549922666,rainy,0,70.45907318,55.53659048,sentinel,12811.10277,11922.11048,8252.207425,10996.41762,19162.58398,24808.42911,46946.63883,30983.63378,33420.14749,20052.0885,10026.04425,3342.014749,7686.661664,17935.54388
3256,Delta,Delta_LGA1,2021,9,571.8260483,27.60406076,0.856641435,rainy,0,92.22877765,53.30597548,routine,58890.87652,44203.75709,26259.38046,25667.79774,35379.32377,79463.09486,122153.1752,103672.684,109970.0342,65982.02054,32991.01027,10997.00342,35334.52591,82447.22713
3257,Benue,Benue_LGA3,2020,6,381.3616939,24.75432033,0.732729531,rainy,0,93.06601001,65.22699937,routine,47179.74095,36554.52681,20665.88623,17623.17191,32877.56693,50258.05539,94558.1598,75017.75163,74046.27885,44427.76731,22213.88365,7404.627885,28307.84457,66051.63733
3258,Benue,Benue_LGA1,2021,5,336.5055479,29.9799116,0.679966831,rainy,0,69.81192347,23.11436709,routine,10705.38709,10005.45783,5648.947734,16612.76457,35266.49538,51129.24792,84079.22507,57529.77654,64770.96619,38862.57971,19431.28986,6477.096619,6423.232256,14987.54193
3259,Gombe,Gombe_LGA3,2023,7,251.675529,29.39361101,0.571176349,rainy,1,67.48291563,87.30432278,routine,7993.048601,8933.877294,4616.67648,4707.870317,7876.494907,11010.16714,20146.1282,12737.8227,13743.06018,8245.836111,4122.918055,1374.306018,4795.829161,11190.26804
3260,Borno,Borno_LGA3,2023,5,313.0283526,28.17803285,0.576656245,rainy,1,67.38088103,76.88263439,sentinel,14386.05282,19474.27888,7555.26533,11400.99157,14335.33755,28104.37404,47652.6345,29022.67211,30269.96002,18161.97601,9080.988006,3026.996002,8631.63169,20140.47394
3261,Abia,Abia_LGA1,2018,2,15.99601289,22.98626645,0.330172348,harmattan,0,47.43874283,40.84122173,routine,439.7349324,642.131314,298.8745245,867.6982099,1373.579788,2726.297902,3724.028065,1885.244445,2300.969429,1380.581658,690.2908288,230.0969429,263.8409594,615.6289053
3262,Edo,Edo_LGA2,2019,7,231.5335317,28.82560995,0.673945115,rainy,1,76.23569045,69.69339883,survey,8171.914853,7505.568216,5965.778967,5379.728895,8246.521542,10069.51341,19398.72164,14451.70334,16225.14566,9735.087394,4867.543697,1622.514566,4903.148912,11440.68079
3263,Kaduna,Kaduna_LGA1,2023,2,19.68925475,26.02741031,0.366808398,harmattan,0,52.97571809,68.99528629,routine,1593.063174,2771.851307,1316.545847,2453.590114,3554.883352,4241.551438,8767.151762,4344.019438,4679.167104,2807.500262,1403.750131,467.9167104,955.8379045,2230.288444
3264,Benue,Benue_LGA3,2020,8,312.4913707,25.50432457,0.704442041,rainy,1,73.3636307,43.7255226,routine,7348.664561,6826.091727,4007.217565,7246.962664,9564.248117,17467.07457,29603.62799,20118.23574,21473.80619,12884.28372,6442.141858,2147.380619,4409.198737,10288.13039
3265,Anambra,Anambra_LGA1,2023,12,37.01306924,27.78785938,0.404984259,harmattan,0,47.51707171,86.5548743,routine,3018.83778,4640.06541,3110.461993,3728.224838,5432.79695,8567.296895,15725.48215,6739.182322,7014.177114,4208.506268,2104.253134,701.4177114,1811.302668,4226.372893
